Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,num_comp
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",132.5,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,MA,0,-1,0,0,0,0,0,0
Sr. Data Analyst,69.5,3.7,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,PA,0,26,0,0,0,0,1,0
"Senior Engineer, Data Management Engineering",98.5,3.5,Western Digital,"Milpitas, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,CA,0,50,1,0,1,1,0,2
Quality Control Scientist III- Analytical Development,80.5,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,MD,1,59,0,0,0,0,1,0
"Clinical Scientist, Clinical Development",37.0,3.8,FORMA THERAPEUTICS,"Watertown, MA","Watertown, MA",51 to 200 employees,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,1,0,MA,1,12,0,0,0,0,1,0
Software Engineer Staff Scientist: Human Language Technologies,99.0,3.7,Raytheon,"Cambridge, MD","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,MD,0,98,1,0,0,0,0,0
"Manager, Safety Scientist, Medical Safety & Risk Management",96.5,3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,MA,1,12,0,0,0,0,1,0
"Assistant Director/Director, Office of Data Science",53.0,3.3,Liberty Mutual Insurance,"Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,MA,1,108,0,0,0,0,0,3
Sr. Data Engineer | Big Data SaaS Pipeline,103.0,2.7,Bridg,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,9,0,0,1,1,0,0
Senior Risk Data Scientist,139.5,3.8,Bill.com,"Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,0,0,CA,1,14,0,0,0,0,0,0
Data Scientist in Artificial Intelligence Early Career,67.0,3.8,Pacific Northwest National Laboratory,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,WA,1,55,0,0,0,0,0,3
Consultant - Analytics Consulting,62.5,3.0,Infosys,"Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,CT,0,39,0,0,0,0,1,3
Scientist - CVRM Metabolism - in vivo pharmacology,92.0,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,MD,0,107,0,0,0,0,0,3
Data Analyst,66.0,3.6,AXION Healthcare Solutions,"New York, NY","New York, NY",1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",0,0,NY,1,40,0,0,0,0,1,2
Data Engineer,94.5,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,CA,1,7,1,0,1,1,1,0
Data Scientist,114.0,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,NJ,1,31,1,0,0,1,1,0
Data Scientist,75.5,4.2,ExecOnline,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",0,0,NY,1,8,1,0,0,1,0,3
Data Scientist,96.0,3.5,Charter Spectrum,"Maryland Heights, MO","North Salt Lake, UT",1 to 50 employees,-1,School / School District,K-12 Education,Education,$5 to $10 million (USD),-1,0,0,MO,0,-1,0,0,0,0,1,0
Machine Learning Engineer,87.0,4.0,Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",0,0,VA,0,66,1,0,0,0,0,2
Data Scientist,86.0,3.7,Brillient,"Silver Spring, MD","Reston, VA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,MD,0,14,1,0,0,0,1,0
Senior Data Scientist,116.5,4.4,Entefy,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,8,1,0,0,0,0,0
Senior Scientist (Neuroscience),154.5,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,MA,1,10,1,0,0,0,1,3
Marketing Data Analyst,48.5,3.6,San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,CA,1,34,0,0,0,0,1,0
Machine Learning Engineer - Regulatory,87.0,3.7,Cboe Global Markets,"Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,0,0,KS,0,47,1,0,0,0,1,0
Data Engineer,80.0,3.4,Trace3,"Houston, TX","Irvine, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",0,0,TX,0,18,1,0,1,0,1,3
Medical Laboratory Scientist,21.5,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,TX,0,43,0,0,0,1,0,0
Principal Data Scientist,173.0,3.7,Northrop Grumman,"San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,CA,0,81,1,0,0,0,0,0
R&D Specialist/ Food Scientist,52.5,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,IL,0,-1,0,0,0,0,0,0
Data Engineer,68.5,3.5,Saama Technologies Inc,"Phoenix, AZ","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",0,0,AZ,0,23,1,0,1,0,0,3
"Associate Principal Scientist, Pharmacogenomics",95.0,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,MD,0,107,0,0,0,0,0,3
Data Scientist - Systems Engineering,69.5,3.2,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,MA,1,62,1,0,0,0,1,3
Senior Data Scientist,107.0,4.4,The David J. Joseph Company,"Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,-1,0,0,OH,1,135,1,0,0,1,0,0
Data Scientist SR,112.0,3.9,The Buffalo Group,"Charlottesville, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,VA,0,10,1,0,1,0,0,3
Data Scientist,96.5,3.4,CompQsoft,"Washington, DC","Houston, TX",51 to 200 employees,1997,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,DC,0,23,1,0,0,0,0,0
"Scientist, Bacteriology",111.5,2.1,Cerus Corporation,"Concord, CA","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,CA,1,-1,0,0,0,0,1,0
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",154.5,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,MA,0,239,0,0,1,1,1,3
Data Scientist,95.0,3.4,"Remedy BPCI Partners, LLC.","New York, NY","Norwalk, CT",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",0,0,NY,0,9,1,0,1,1,0,2
Data Scientist,97.5,4.0,Strategic Financial Solutions,"New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",0,0,NY,1,13,1,0,0,0,1,2
Senior Data Scientist,128.5,4.4,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,IL,1,12,1,0,0,1,1,0
Senior Research Scientist-Machine Learning,124.0,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,0,0,0,0,0,0
Principal Data Scientist,194.0,3.2,The Climate Corporation,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere",0,0,CA,1,14,0,0,0,1,1,3
Clinical Laboratory Scientist,31.5,3.7,Vail Health,"Vail, CO","Vail, CO",501 to 1000 employees,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,CO,1,54,0,0,0,0,0,0
"Data Analyst 1, full-time contract worker for up to 12 months",50.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,UT,1,-1,0,0,0,1,1,0
Data Scientist,104.5,3.5,Crossix Solutions,"New York, NY","New York, NY",201 to 500 employees,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,NY,1,15,1,0,1,1,1,0
Data Scientist,69.5,4.3,Solugenix Corporation,"Phoenix, AZ","Brea, CA",201 to 500 employees,1969,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,AZ,0,51,1,0,0,0,1,0
Data Scientist,121.0,2.6,West Coast University,"Irvine, CA","Irvine, CA",10000+ employees,1997,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,CA,1,23,1,0,0,0,0,0
Data Engineer - Consultant (Charlotte Based),85.5,4.2,Clarity Insights,"Charlotte, NC","Chicago, IL",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,NC,0,12,1,0,0,0,1,0
Data Engineer,113.0,3.1,NCSOFT,"Aliso Viejo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,CA,0,23,1,0,1,1,1,3
Data Scientist (Warehouse Automation),103.0,3.8,SoftBank Robotics,"San Francisco, CA","Paris, France",201 to 500 employees,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),-1,0,0,CA,0,15,1,0,0,1,0,0
"Scientist, Immuno-Oncology",90.5,3.9,GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,MA,0,190,0,0,0,1,0,3
Senior Data Scientist,153.0,4.3,Factual,"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare,0,0,CA,1,12,1,0,1,0,1,1
Jr. Data Scientist,106.5,3.2,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,VA,0,62,1,0,1,0,1,3
Senior Data Scientist,130.0,5.0,SkySync,"Ann Arbor, MI","Ann Arbor, MI",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,1,MI,1,9,0,0,0,0,1,0
Products Data Analyst II,123.5,3.3,TriNet,"Dublin, CA","Dublin, CA",1001 to 5000 employees,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP",0,0,CA,1,32,0,0,0,0,1,3
Data Architect / Data Modeler,86.5,4.3,Medidata Solutions,"New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,0,0,NY,1,21,0,0,0,1,1,1
Analytics Manager - Data Mart,64.0,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,CA,1,24,0,0,0,0,0,0
Lead Data Analyst,47.0,3.9,Signpost,"New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,0,0,NY,1,10,0,0,1,0,0,0
Data Science Engineer - Mobile,162.0,4.0,Adobe,"San Jose, CA","San Jose, CA",10000+ employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft",0,0,CA,1,38,1,0,0,0,1,2
Senior Data Scientist Oncology,140.0,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,MD,0,107,1,0,0,0,1,3
Data Scientist,89.0,3.4,"DatamanUSA, LLC","Olympia, WA","Centennial, CO",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,0,WA,0,-1,0,0,0,0,0,0
Sr. Data Engineer - Contract-to-Hire (Java),98.0,3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,TN,1,62,1,0,0,0,0,3
Senior Data Scientist - R&D Oncology,137.0,3.9,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,NY,0,107,1,0,0,0,0,3
Data Engineer,99.0,4.0,Pinnacol Assurance,"Denver, CO","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,CO,1,105,1,0,0,1,0,0
Food Scientist - Developer,54.0,3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,WI,1,56,0,0,0,0,0,0
Senior Data Engineer,109.0,3.2,Equian LLC,"Franklin, TN","Indianapolis, IN",1001 to 5000 employees,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,TN,0,16,0,0,0,1,1,0
Data Engineer,109.0,3.4,MetroStar Systems,"Rockville, MD","Reston, VA",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,MD,0,21,0,0,0,1,0,0
Senior Data Scientist,139.5,4.4,MathWorks,"Natick, MA","Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,0,0,MA,1,36,1,0,0,0,0,0
"Director II, Data Science - GRM Actuarial",254.0,3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,IL,0,108,1,0,0,0,0,3
Machine Learning Engineer,125.0,3.2,Information Builders,"New York, NY","New York, NY",1001 to 5000 employees,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica",0,0,NY,1,45,1,0,0,1,1,3
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",106.5,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,24,1,0,0,0,0,0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,27.5,3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,DE,0,85,0,0,0,0,0,0
"Scientist, Molecular/Cellular Biologist",73.0,2.9,Audentes Therapeutics,"South San Francisco, CA","San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,0,CA,0,8,0,0,0,0,0,3
Staff Scientist-Downstream Process Development,81.0,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,MD,1,59,0,0,0,0,1,0
Data Scientist,128.5,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,PA,0,-1,1,0,1,1,0,0
Scientist - Analytical Services,99.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",92.0,4.0,23andMe,"South San Francisco, CA","Sunnyvale, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Ancestry, Verily Life Sciences, Abbott Laboratories",0,0,CA,0,14,0,0,0,1,1,3
Associate Data Analyst- Graduate Development Program,45.5,3.3,National Interstate,"Richfield, OH","Richfield, OH",501 to 1000 employees,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,OH,1,31,0,0,0,0,0,0
Sr. Data Engineer,122.5,4.5,Moser Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,IN,1,24,1,0,1,1,0,0
Clinical Data Analyst,37.5,3.0,Greenway Health,"Tampa, FL","Tampa, FL",1001 to 5000 employees,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth",0,0,FL,1,43,0,0,0,0,1,3
IT Associate Data Analyst,54.0,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,MA,1,168,0,0,0,0,0,0
Business Data Analyst,53.5,3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,NY,1,18,1,0,0,0,1,3
Senior Insurance Data Scientist,140.0,3.9,TransUnion,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,0,0,IL,1,52,1,0,0,0,1,0
Senior Data Science Systems Engineer,77.5,3.2,MITRE,"Hampton, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,VA,0,62,0,0,0,0,0,3
ENVIRONMENTAL ENGINEER/SCIENTIST,26.5,3.3,Mcphail Associates,"Cambridge, MA","Cambridge, MA",1 to 50 employees,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,1,1,MA,1,44,0,0,0,0,1,0
Senior Scientist - Regulatory Submissions,117.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Scientist - Biomarker and Flow Cytometry,70.5,2.4,Crown Bioscience,"San Diego, CA","San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,CA,1,14,0,0,0,0,0,0
Revenue Analytics Manager,61.5,4.8,HOVER,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,CA,1,9,0,0,0,0,1,0
Sr. Scientist Method Development,80.0,2.9,Q2 Solutions,"Marietta, GA","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,GA,0,5,0,0,0,0,1,0
"Associate Scientist, LC/MS Biologics",70.0,2.9,Q2 Solutions,"Ithaca, NY","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,NY,0,5,0,0,0,0,1,0
"Research Scientist, Immunology - Cancer Biology",120.0,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,MA,0,-1,0,0,0,0,1,0
IT - Data Engineer II,90.0,3.4,Arbella Insurance,"Quincy, MA","Quincy, MA",1001 to 5000 employees,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,MA,1,32,0,0,1,0,1,0
Machine Learning Engineer (NLP),111.0,4.1,CK-12 Foundation,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1,0,0,CA,1,13,1,0,0,1,1,0
Senior Data Analyst,138.5,3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,12,1,0,0,0,0,0
Data Science Project Manager,68.5,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,0,0,0,0,1,0
Data Engineer,87.5,3.9,Fivestars,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Belly, SpotOn",0,0,CA,1,9,1,0,0,1,1,2
"Principal, Data Science - Advanced Analytics",111.5,3.6,IQVIA,"Plymouth Meeting, PA","Durham, NC",10000+ employees,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"PPD, INC Research, PRA Health Sciences",0,0,PA,0,3,0,0,0,0,0,3
"Sr Scientist, Immuno-Oncology - Oncology",84.5,3.9,GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,MA,0,190,0,0,0,1,0,3
Senior Data Engineer,102.5,4.4,Eventbrite,"Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,TN,0,14,1,0,1,1,0,3
"Project Scientist - Auton Lab, Robotics Institute",73.5,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,0,0,0,0,1,0
Data Science Manager,127.5,3.2,"Numeric, LLC","Allentown, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,PA,0,-1,0,0,0,0,1,0
Research Scientist – Security and Privacy,93.5,3.6,Riverside Research Institute,"Beavercreek, OH","Arlington, VA",501 to 1000 employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1,0,0,OH,0,53,1,0,0,0,0,0
